SITE,PLATAFORMA,E-BIT,RECLAME AQUI
impactowatch.com,shopify,Não,Não
casartluxurious.com,shopify,Não,Não
oficialmall.com,shopify,Não,Não
prautilidade.com,shopify,Não,Não
mibbras.com,shopify,Não,Não
loja-sublime3.com,shopify,Não,Não
pulseofertas.com,shopify,Não,Não
pumpnexexpress.com,shopify,Não,Não
lojalebe.com,shopify,Não,Não
suacasaon.com,shopify,Não,Não
compriinhas.com,shopify,Não,Não
rocketdesconto.com,shopify,Não,Não
triboloja.com,shopify,Não,Não
emporio-feminino.com,shopify,Não,Não
espacolarini.com,shopify,Não,Não
fiezzo.com,shopify,Não,Não
fikfirme-store.com,shopify,Não,Não
maximummundo.com,shopify,Não,Não
lojaprivillegebrasil.com,shopify,Não,Não
lojasakamoto.com,shopify,Não,Não
omercadorshop.com,shopify,Não,Não
one-darman.com,shopify,Não,Não
vianasshopp.com,shopify,Não,Não
onlyttestore.com,shopify,Não,Não
seuespacostore.com,shopify,Não,Não
alvindescontos.com,shopify,Não,Não
xwatch-pt.com,shopify,Não,Não
busteropet.com,shopify,Não,Não
diversidadesacheaqui.com,shopify,Não,Não
comoprefacil.com,shopify,Não,Não
hojecompras.com,shopify,Não,Não
baytudo.com,shopify,Não,Não
kikatume.com,shopify,Não,Não
lojaemporiodolar.com,shopify,Não,Não
harmorehome.com,shopify,Não,Não
lojagsstylle.com,shopify,Não,Não
rfstoreplay.com,shopify,Não,Não
pontosmartbrasil.com,shopify,Não,Não
sbelolar.com,shopify,Não,Não
umbercollection.com,shopify,Não,Não
stiillus.com,shopify,Não,Não
lojanivistom.com,shopify,Não,Não
viunanuvem.com,shopify,Não,Não
virtualeathome.com,,Não,Não
baratise.com,shopify,Não,Não
coisasdemariia.com,shopify,Não,Não
aquinostorebr.com,shopify,Não,Não
raiseofertas.com,shopify,Não,Não
pratikashopbr.com,shopify,Não,Não
inovalize.com,shopify,Não,Não
pemaya.com,shopify,Não,Não
lojasmahore.com,shopify,Não,Não
seinspirebr.com,shopify,Não,Não
xn--almarbeachwear-fkb.com,shopify,Não,Não
ybamagazine.com,shopify,Não,Não
saturafast.com,shopify,Não,Não
fesartquadros.com,,Não,Não
atrespontos.com,shopify,Não,Não
gurimimado.com,shopify,Não,Não
lojacoldstore.com,shopify,Não,Não
hdfoferta.com,shopify,Não,Não
dahcostt.com,shopify,Não,Não
lojabelodia.com,shopify,Não,Não
lojasagoti.com,shopify,Não,Não
seusoll.com,shopify,Não,Não
tuttistore79.com,shopify,Não,Não
laurashopp.com,shopify,Não,Não
serigyvariedades.com,,Não,Não
jmbida.com,shopify,Não,Não
kilojaon.com,shopify,Não,Não
markzemodas.com,shopify,Não,Não
loja-esfinx.com,shopify,Não,Não
tecnet-shop.com,shopify,Não,Não
xn--preoeficaz-q6a.com,shopify,Não,Não
savruc.com,shopify,Não,Não
shoppiboos.com,shopify,Não,Não
xn--artigosdecorao-2hb7d.com,shopify,Não,Não
rozabibishop.com,shopify,Não,Não
agenciavocenamidia.com,shopify,Não,Não
boaideianet.com,shopify,Não,Não
brasileiroshop.com,shopify,Não,Não
delltahype.com,shopify,Não,Não
carmendressup.com,shopify,Não,Não
brivelosshop.com,shopify,Não,Não
endorfinabrasil.com,shopify,Não,Não
fradesport.com,,Não,Não
evitalc.com,shopify,Não,Não
homemlabel.com,,Não,Não
fogoofertas.com,shopify,Não,Não
ampapelaria.com,shopify,Não,Não
lojaswonsstore.com,shopify,Não,Não
lojaitenshop.com,shopify,Não,Não
lojatrano.com,shopify,Não,Não
lojaofertamania.com,shopify,Não,Não
lojatemdetudonett.com,shopify,Não,Não
lojadoserafim.com,shopify,Não,Não
point-descontos.com,shopify,Não,Não
nandasclassy.com,shopify,Não,Não
previllege.com,shopify,Não,Não
oscarloss.com,tray,Não,Não
quattroparedes.com,shopify,Não,Não
simnystore.com,shopify,Não,Não
pratasbahari.com,shopify,Não,Não
tanamaojj.com,shopify,Não,Não
tatalda.com,shopify,Não,Não
studiodasartes.com,,Não,Não
tekviw.com,shopify,Não,Não
ziggci.com,shopify,Não,Não
topdealoficial.com,shopify,Não,Não
tudodimportado.com,shopify,Não,Não
abenditacozinha.com,shopify,Não,Não
bazarmixshop.com,shopify,Não,Não
barehousebrasil.com,shopify,Não,Não
brasileoficial.com,shopify,Não,Não
comprasguide.com,shopify,Não,Não
dnadescontos.com,shopify,Não,Não
belotrajemodas.com,shopify,Não,Não
emporiopromo.com,shopify,Não,Não
femmycenter.com,shopify,Não,Não
havillandhomedecor.com,shopify,Não,Não
ge-nial.com,shopify,Não,Não
lojamundovirtualstory.com,shopify,Não,Não
horadebriincar.com,shopify,Não,Não
magazinedaluz.com,shopify,Não,Não
lordseller.com,,Não,Não
loriete.com,shopify,Não,Não
martinuzzoshop.com,,Não,Não
pontoeazy.com,shopify,Não,Não
targamshop.com,,Não,Não
sixbumstar.com,shopify,Não,Não
trajanolacos.com,,Não,Não
shopcenterzn.com,shopify,Não,Não
utilidadesshops.com,shopify,Não,Não
upscheguei.com,shopify,Não,Não
littleshoop.com,,Não,Não
lojasdurant.com,shopify,Não,Não
heggyer.com,shopify,Não,Não
casarollimall.com,shopify,Não,Não
fatedjoias.com,shopify,Não,Não
katiaum.com,shopify,Não,Não
mulherbonitashop.com,shopify,Não,Não
onlyltda.com,shopify,Não,Não
nimported.com,shopify,Não,Não
lojacloe.com,shopify,Não,Não
focoetechloja.com,shopify,Não,Não
pimentinharosa.com,shopify,Não,Não
magazinedesafio.com,shopify,Não,Não
skaltstore.com,shopify,Não,Não
ofertasmixx.com,shopify,Não,Não
sublimepassos.com,shopify,Não,Não
tryzephyrs.com,shopify,Não,Não
sanevan.com,,Não,Não
streetvariedades.com,shopify,Não,Não
total-utilidades.com,shopify,Não,Não
pracasaofertas.com,shopify,Não,Não
acaciass.com,,Não,Não
amplomart.com,shopify,Não,Não
joxyfox.com,shopify,Não,Não
brasilshopi.com,shopify,Não,Não
benoeva.com,shopify,Não,Não
infinitystoreoficial.com,shopify,Não,Não
lolitamshop.com,shopify,Não,Não
lootboxpop.com,shopify,Não,Não
bspdescontos.com,shopify,Não,Não
cantodasferramentas.com,shopify,Não,Não
lectgam.com,shopify,Não,Não
potencialnet.com,shopify,Não,Não
malabbi.com,,Não,Não
mixdaoferta.com,shopify,Não,Não
produtosonline1001.com,tray,Não,Não
descontosreais.com,shopify,Não,Não
deluxjoias.com,shopify,Não,Não
rotalizeimportados.com,shopify,Não,Não
opcionalcompras.com,shopify,Não,Não
swcasheback-pedidseucarrinhoof.com,shopify,Não,Não
aimportados.com,shopify,Não,Não
carrobaixosomnotalo.com,shopify,Não,Não
brasilshopingstore.com,shopify,Não,Não
lojasdash.com,shopify,Não,Não
emporiodosutensilios.com,shopify,Não,Não
salvaterrastore.com,shopify,Não,Não
pmmulheres.com,shopify,Não,Não
wy-store.com,shopify,Não,Não
lojavroue.com,shopify,Não,Não
lojazafirah.com,shopify,Não,Não
lojaredstore.com,shopify,Não,Não
777select.com,shopify,Não,Não
nuahboutique.com,shopify,Não,Não
microkeysbr.com,,Não,Não
yotudopro.com,shopify,Não,Não
topfacilidades.com,shopify,Não,Não
productswebs.com,tray,Não,Não
collectbr.com,shopify,Não,Não
confara.com,shopify,Não,Não
haverystore.com,shopify,Não,Não
lojasdelda.com,shopify,Não,Não
bsbatacarejo.com,,Não,Não
nucompra.com,shopify,Não,Não
lojamercset.com,shopify,Não,Não
perfectbodybresil.com,shopify,Não,Não
wikioferta.com,shopify,Não,Não
lojaetelisworld.com,shopify,Não,Não
adeciapresentes.com,shopify,Não,Não
atrativosinbox.com,shopify,Não,Não
corretoragltprotecao.com,shopify,Não,Não
crystalpetshop.com,shopify,Não,Não
dinkofertas.com,shopify,Não,Não
hawkshopbrasil.com,shopify,Não,Não
electrodommsticos.com,shopify,Não,Não
inaofertas.com,shopify,Não,Não
joekenstore.com,shopify,Não,Não
darcknemesisshop.com,shopify,Não,Não
joaoacessoriosimportados.com,shopify,Não,Não
kosmetikabrasil.com,shopify,Não,Não
mercajoy.com,shopify,Não,Não
lunnacloset.com,shopify,Não,Não
poderosaoutlet.com,shopify,Não,Não
produtodesonhos.com,shopify,Não,Não
vazplace.com,shopify,Não,Não
softbrasil1.com,shopify,Não,Não
belaiinovacao.com,shopify,Não,Não
descontadoo.com,shopify,Não,Não
anandaloja.com,shopify,Não,Não
houseespecialista.com,shopify,Não,Não
divarejo.com,shopify,Não,Não
imasn52.com,shopify,Não,Não
juzambon.com,shopify,Não,Não
lojasalanaa.com,shopify,Não,Não
lobatonegocios.com,shopify,Não,Não
shainofertas.com,,Não,Não
mestredagarra.com,shopify,Não,Não
lojaspelipe.com,shopify,Não,Não
lojaselisco.com,shopify,Não,Não
donodabenta.com,shopify,Não,Não
j-venebra-j.com,shopify,Não,Não
espartaofertas.com,shopify,Não,Não
pointshope.com,shopify,Não,Não
lojaofertamagazine.com,shopify,Não,Não
onlycharme.com,shopify,Não,Não
topavenida.com,shopify,Não,Não
widolishop.com,shopify,Não,Não
philipcomics.com,shopify,Não,Não
wedoostore.com,shopify,Não,Não
casatopshopping.com,shopify,Não,Não
bettanya.com,shopify,Não,Não
dracofertas.com,shopify,Não,Não
cliquepresente.com,shopify,Não,Não
empreendimentosmoraes.com,shopify,Não,Não
finnabella.com,shopify,Não,Não
funcionalofertas.com,shopify,Não,Não
futcertobrasil.com,shopify,Não,Não
grifezmultimarcas.com,shopify,Não,Não
alphfashionstore.com,shopify,Não,Não
jupris.com,,Não,Não
imperiolua.com,shopify,Não,Não
infinitystoreoficiall.com,shopify,Não,Não
jj-fishingstore.com,shopify,Não,Não
lindadebeleza.com,shopify,Não,Não
lojatigres.com,shopify,Não,Não
lojagloveshop.com,shopify,Não,Não
lxminfo.com,shopify,Não,Não
lojasdossonhos.com,shopify,Não,Não
lojarafranjo.com,shopify,Não,Não
lojaofertasbras.com,shopify,Não,Não
lojazolgue.com,shopify,Não,Não
lojaconfedan.com,shopify,Não,Não
miamiwirelessexpress.com,shopify,Não,Não
openvenda.com,shopify,Não,Não
xn--mulher-hxa.com,shopify,Não,Não
selecaoprime.com,shopify,Não,Não
queentflower.com,shopify,Não,Não
vejacenter.com,shopify,Não,Não
creekbandz.com,,Não,Não
casashopmulher.com,shopify,Não,Não
doseuagrado.com,shopify,Não,Não
storeoliveira.com,,Não,Não
elcontainerchile.com,shopify,Não,Não
feminashops.com,shopify,Não,Não
helpbrasileiro.com,shopify,Não,Não
girlclosetbr.com,shopify,Não,Não
locust-story.com,shopify,Não,Não
lojadopuf.com,shopify,Não,Não
lojaselflove.com,shopify,Não,Não
lojas-souza.com,shopify,Não,Não
noprecim.com,shopify,Não,Não
meuestilofit.com,shopify,Não,Não
pedraurbanstore.com,shopify,Não,Não
prestslojaonline.com,shopify,Não,Não
storepedraurban.com,shopify,Não,Não
utilsempre.com,shopify,Não,Não
vaddara.com,shopify,Não,Não
colluccimodafeminina.com,shopify,Não,Não
aureabagsloja.com,shopify,Não,Não
ammoraimportados.com,shopify,Não,Não
lojaarcoiriss.com,shopify,Não,Não
lojashopnews.com,shopify,Não,Não
lojapolimidia.com,shopify,Não,Não
marisa-moda.com,shopify,Não,Não
techronstore.com,tray,Não,Não
riversidemakeup.com,shopify,Não,Não
brandsclube.com,shopify,Não,Não
bigboxofertas.com,shopify,Não,Não
acheiseupresente.com,shopify,Não,Não
belezadomeumundo.com,shopify,Não,Não
numercadu.com,shopify,Não,Não
cooraloja.com,shopify,Não,Não
hiperutensilios.com,shopify,Não,Não
crizalultilidades.com,shopify,Não,Não
essencialparamulher.com,shopify,Não,Não
lalinhashop.com,shopify,Não,Não
lojabrincamuito.com,shopify,Não,Não
lojasweeky.com,shopify,Não,Não
mafialfa.com,shopify,Não,Não
maxishopee.com,shopify,Não,Não
plazafantasy.com,shopify,Não,Não
lojagh.com,shopify,Não,Não
seumundobelo.com,shopify,Não,Não
senhorbrasileiro.com,shopify,Não,Não
reicapixaba.com,shopify,Não,Não
promocaoepechincha.com,shopify,Não,Não
twrofertas.com,shopify,Não,Não
suitsceo.com,shopify,Não,Não
vitorofertas.com,shopify,Não,Não
topdezofertas.com,nuvemshop,Não,Não
zahferstore.com,shopify,Não,Não
aliviumstore.com,shopify,Não,Não
aldereteimports.com,shopify,Não,Não
anabahnanas.com,shopify,Não,Não
fontes-store.com,shopify,Não,Não
alphalojasbrasil.com,shopify,Não,Não
heredescontos.com,shopify,Não,Não
belezabee.com,shopify,Não,Não
iutilidadesshop.com,shopify,Não,Não
basicmulher.com,shopify,Não,Não
lojapontoshop.com,shopify,Não,Não
lojanerus.com,shopify,Não,Não
lojavouquerer.com,shopify,Não,Não
hotlinebr.com,shopify,Não,Não
shopping-magico.com,shopify,Não,Não
vitrinecasa.com,shopify,Não,Não
universalstoreofc.com,shopify,Não,Não
tanamaoofertas.com,shopify,Não,Não
zendestino.com,shopify,Não,Não
vilarinscomercio.com,shopify,Não,Não
xequematoficial.com,shopify,Não,Não
vivasperfumes.fun,shopify,Não,Não
pitelzinha.fun,shopify,Não,Não
kazashop.net,shopify,Não,Não
lojasfranca.net,shopify,Não,Não
grupnewt.life,shopify,Não,Não
lojamaisvoce.net,shopify,Não,Não
click-produtionsshownovidades.online,shopify,Não,Não
shoppetslove.online,shopify,Não,Não
shorofertas.online,shopify,Não,Não
pitelzinha.online,shopify,Não,Não
cetemkite.online,shopify,Não,Não
1001produtos.online,shopify,Não,Não
focoetech.online,shopify,Não,Não
juveleza.online,shopify,Não,Não
s-desk.online,shopify,Não,Não
paraisoshop.online,shopify,Não,Não
sheinbrasil.online,shopify,Não,Não
iloovetshirt.online,shopify,Não,Não
losertech.online,shopify,Não,Não
mrloja.online,shopify,Não,Não
novissimastore.online,shopify,Não,Não
reishop.org,shopify,Não,Não
beagaplace.org,shopify,Não,Não
whiteblue.pt,shopify,Não,Não
xuz.pt,shopify,Não,Não
compreinaweb.shop,tray,Não,Não
happypeeps.pt,shopify,Não,Não
lojasohara.shop,shopify,Não,Não
zumstore.shop,shopify,Não,Não
espacodela.shop,shopify,Não,Não
paraelas.shop,shopify,Não,Não
mgtech.shop,shopify,Não,Não
lollastore.shop,shopify,Não,Não
megafacil.shop,shopify,Não,Não
socialeconomic.shop,shopify,Não,Não
clikdesconto.shop,shopify,Não,Não
elevem.shop,shopify,Não,Não
santeary.shop,shopify,Não,Não
wtrrkt.shop,shopify,Não,Não
gorilastore.site,shopify,Não,Não
intermedium.shop,shopify,Não,Não
lojadesconty.store,shopify,Não,Não
investe.store,shopify,Não,Não
clube-mulher.store,shopify,Não,Não
hydrogun.store,shopify,Não,Não
ofertastar.store,tray,Não,Não
hizy.store,shopify,Não,Não
dropop.store,shopify,Não,Não
skline.store,shopify,Não,Não
brillofino.store,shopify,Não,Não
importsbrasileiros.store,shopify,Não,Não
lojatexa.store,,Não,Não
vaibem.store,shopify,Não,Não
crystaldepilador.store,shopify,Não,Não
roncatti.store,shopify,Não,Não
pointdaspromos.store,shopify,Não,Não
zoneonline.store,shopify,Não,Não
loja-toy.myshopify.com,shopify,Não,Não
pitelzinha.tech,shopify,Não,Não
vinesport.com.br,,Não,Não
sheartedesign.com.br,shopify,Não,Não
pragastar.com.br,shopify,Não,Não
skinrenov.shop,shopify,Não,Não
artesanatosrosadosventos.com.br,shopify,Não,Não
clubedapublicidade.top,shopify,Não,Não
editoradatum.com.br,shopify,Não,Não
deixabrotar.com.br,shopify,Não,Não
enocmaquininhas.com.br,,Não,Não
phline.com.br,,Não,Não
libertepiracicaba.com.br,,Não,Não
paladinijoalheria.com.br,,Não,Não
alphascience.com.br,,Sim,Não
asbenedittas.com.br,,Não,Não
clickhit.com.br,,Não,Não
gabileia.com.br,nuvemshop,Não,Não
olfativaaromas.com.br,,Não,Não
terapiasdalua.com.br,nuvemshop,Não,Não
magazinebassis.com.br,,Não,Não
abalonearts.com.br,,Não,Não
bellacosmeticospp.com.br,,Não,Não
gabisu.com.br,nuvemshop,Não,Não
lojaipremier.com.br,,Não,Não
brinquemaismcz.com.br,,Não,Não
mjinformatica.com.br,,Não,Não
geekcodestore.com.br,,Não,Não
canature.com.br,,Não,Não
vcpratas.com.br,,Não,Não
bel.ind.br,,Não,Não
dogphones.com.br,,Não,Não
grandeadega.com.br,vtex,Sim,Não
plataformaepi.com.br,,Não,Não
raizar.com.br,,Não,Não
manyconvert.com,vtex,Não,Não
akilario.com,,Não,Não
salescode.dev,vtex,Não,Não
pollycollection.com.br,shopify,Não,Não
marketingparaconsorcio.com.br,,Não,Não
mestreconfeiteiro.com.br,,Não,Não
engenproj.com.br,,Não,Não
gringaclub.com,shopify,Não,Não
cazantiguidades.com,,Não,Não
clubeacademico.com,nuvemshop,Não,Não
mmachadohomedesign.com,nuvemshop,Não,Não
crbeautyoficial.com.br,,Não,Não
ninaboutiquepet.com.br,,Não,Não
outdoorshop.com.br,nuvemshop,Sim,Não
uaiminasemporio.com.br,,Não,Não
sneakersjc.com,nuvemshop,Sim,Não
bemmari.com.br,,Não,Não
lilydelaco.com,,Não,Não
antoninha.com,nuvemshop,Não,Não
lojanetshape.com,vtex,Não,Não
levveemagrecimento.com.br,,Não,Não
mocasa.art,,Não,Não
eletronicaoriente.com.br,nuvemshop,Não,Não
atelieliviasouza.com.br,,Não,Não
milencantoslingerie.com.br,nuvemshop,Não,Não
carimboprofessor.com.br,,Não,Não
anamy.com.br,,Não,Não
zapcloud.com.br,vtex,Não,Não
olimpounderwear.com.br,,Não,Não
orangotee.com,,Não,Não
reidosoftwares.com,shopify,Não,Não
estilomariadias.com,nuvemshop,Não,Não
patraocamisas.com,nuvemshop,Não,Não
produtosdeimpacto.com,,Não,Não
fitnessdesconto.com,vtex,Não,Não
distribuidoracompany.com,nuvemshop,Não,Não
armazem.site,shopify,Não,Não
berners.store,nuvemshop,Não,Não
4gdf0g.tokyo,,Não,Não
k1vkun.tokyo,,Não,Não
boutiquelaiskampos.com.br,,Não,Não
naturalmistica.com,vtex,Não,Não
centerfraldas.com.br,,Não,Não
zapcloud.com.br,vtex,Não,Não
bolsasdegrifebygabi.com.br,,Não,Não
diariojuridicoloja.com.br,,Não,Não
pusco.com.br,jetecommerce,Não,Não
embalagensglobo.com.br,,Não,Não
mariaarruda.com.br,jetecommerce,Não,Não
equipoline.com.br,,Não,Não
garagemdasaude.com.br,,Não,Não
livrariasenac.com.br,,Não,Não
lojadrifttrike.com.br,,Não,Não
eaudeversailles.com.br,,Não,Não
vdevape.com,jetecommerce,Não,Não
londongames.com.br,,Não,Não
curtlo.com.br,magento,Sim,Não
andersonmaquininhas.com.br,nuvemshop,Não,Não
autoz.com.br,vtex,Sim,Não
transcortec.net.br,,Não,Não
fontepura.com.br,,Não,Não
isatur.com.br,tray,Não,Não
weblink.com.br,,Não,Não
ibaby.pt,,Não,Não
cialactea.com.br,,Não,Não
noorjoias.com.br,jetecommerce,Sim,Não
depetrus.com.br,,Não,Não
farvet.com.br,,Não,Não
dpaschoal.com.br,vtex,Sim,Não
dentalcaliari.com.br,,Não,Não
curitibaautomacao.com.br,,Não,Não
maballetshop.com.br,tray,Não,Não
palunke.com.br,jetecommerce,Não,Não
grudado.com.br,magento,Não,Não
redgriff.com.br,tray,Sim,Não
castanholandia.com.br,,Não,Não
sapanet.com.br,jetecommerce,Não,Não
cpicb.com.br,,Não,Não
cuplovershop.com.br,jetecommerce,Sim,Não
e-lens.com.br,,Sim,Não
ladolcevitaartesanatos.com.br,,Não,Não
nobrelagos.com,,Não,Não
sergiok.com.br,magento,Não,Não
colombo.com.br,,Não,Não
mobillita.com,magento,Não,Não
gigantec.com.br,,Sim,Não
lojacsi.com.br,,Não,Não
dallasolucoes.com.br,linx,Não,Não
partyland.pt,magento,Não,Não
magnasuplementos.com.br,shopify,Não,Não
stilusmoldes.com.br,magento,Não,Não
styluspiscinas.com.br,jetecommerce,Não,Não
totalfiltros.com.br,tray,Sim,Não
viainox.com,,Sim,Não
dinashop.com.br,magento,Não,Não
tiffosi.com,magento,Não,Não
planetalab.com.br,,Não,Não
telasilk.com.br,,Não,Não
barrocarte.com.br,magento,Não,Não
daryacare.com.br,jetecommerce,Não,Não
biozgreen.eco.br,jetecommerce,Não,Não
jacaresuplementos.com,magento,Não,Não
medprint.com.br,,Não,Não
emprivado.pt,magento,Não,Não
siliconmixportugal.pt,,Não,Não
bringit.com.br,magento,Sim,Não
sexdesejo.com.br,magento,Não,Não
petramarstore.com.br,tray,Não,Não
olilo.com.br,magento,Não,Não
lojaadcos.com.br,vtex,Não,Não
stereophonica.com.br,magento,Não,Não
fabriprint.pt,magento,Não,Não
espacodogourmet.com.br,magento,Sim,Não
starwitch.com.br,,Não,Não
nerdaocubo.com.br,magento,Não,Não
placassa.com.br,,Não,Não
pedroneshop.com,magento,Sim,Não
stowboxarmarios.com.br,,Não,Não
albertopereira.com.br,linx,Não,Não
paranalentes.com.br,magento,Não,Não
utennis.com.br,magento,Não,Não
